"names","budgets","years","currencies"
"The Return of Sam McCloud",NA,"1989",NA
"The Return of Swamp Thing",NA,"1989",NA
"The Return of the Musketeers",NA,"1989",NA
"Reunion",NA,"1989",NA
"The Revenge of Al Capone",NA,"1989",NA
"The Revenger",NA,"1989",NA
"River of Death",NA,"1989",NA
"Road House",1.7e+07,"1989","USD"
"The Road Raiders",NA,"1989",NA
"Roadkill",250000,"1989","CAD"
"RobbyKallePaul",850000,"1989","DEM"
"Cyber-C.H.I.C.",NA,"1990",NA
"Roger & Me",160000,"1989","USD"
"Roller Blade Warriors: Taken by Force",NA,"1989",NA
"Romero",NA,"1989",NA
"Romuald et Juliette",NA,"1989",NA
"Rooftops",NA,"1989",NA
"Rosalie Goes Shopping",NA,"1989",NA
"The Rose Garden",NA,"1989",NA
"Rude Awakening",NA,"1989",NA
"Runaway Dreams",NA,"1989",NA
"Rush Week",NA,"1989",NA
"The Ryan White Story",NA,"1989",NA
"La révolution française",NA,"1989",NA
"s/y Glädjen",NA,"1989",NA
"Samlaren",NA,"1989",NA
"O Sangue",NA,"1989",NA
"Santa sangre",787000,"1989","USD"
"Savage Beach",NA,"1989",NA
"Say Anything...",NA,"1989",NA
"Priklyucheniya pingvinenka Lolo",NA,"1986",NA
"Scandal",NA,"1989",NA
"Scenes from the Class Struggle in Beverly Hills",NA,"1989",NA
"Sea of Love",1.9e+07,"1989","USD"
"Sebastian and the Sparrow",NA,"1988",NA
"Second Sight",NA,"1989",NA
"Scandalo segreto",NA,"1990",NA
"See No Evil, Hear No Evil",1.8e+07,"1989","USD"
"See You in the Morning",NA,"1989",NA
"""Seinfeld""",NA,"1989",NA
"Shag",5e+06,"1989","USD"
"She's Out of Control",NA,"1989",NA
"She-Devil",NA,"1989",NA
"Shirley Valentine",NA,"1989",NA
"Shocker",5e+06,"1989","USD"
"Terminator II",NA,"1989",NA
"Si te dicen que caí.",NA,"1989",NA
"Sidewalk Stories",NA,"1989",NA
"Sieben Frauen",NA,"1989",NA
"The Siege of Firebase Gloria",1600000,"1989","AUD"
"Signs of Life",NA,"1989",NA
"Silent Night, Deadly Night 3: Better Watch Out!",NA,"1989",NA
"Silk 2",NA,"1989",NA
"Sinbad of the Seven Seas",NA,"1989",NA
"Sing",11500000,"1989","USD"
"Skin Deep",NA,"1989",NA
"Skinned Alive",18500,"1990","USD"
"Skull: A Night of Terror!",NA,"1987",NA
"Slaves of New York",NA,"1989",NA
"Slipstream",NA,"1989",NA
"Slow Burn",NA,"1989",NA
"Small Sacrifices",7300000,"1989","CAD"
"Society",2e+06,"1989","USD"
"Some Girls",NA,"1988",NA
"Sono otoko, kyôbô ni tsuki",NA,"1989",NA
"Sorry, Wrong Number",NA,"1989",NA
"Speaking Parts",350000,"1989","CAD"
"Speed Zone",NA,"1989",NA
"Das Spinnennetz",NA,"1989",NA
"Spirit of the Eagle",NA,"1991",NA
"Spontaneous Combustion",5500000,"1990","USD"
"The Spring",NA,"1989",NA
"Star Trek V: The Final Frontier",27800000,"1989","USD"
"Staying Together",NA,"1989",NA
"Steel Magnolias",NA,"1989",NA
"Stepfather II",1500000,"1989","USD"
"Storia di ragazzi e di ragazze",NA,"1989",NA
"Strapless",NA,"1989",NA
"Street Justice",NA,"1987",NA
"Streghe",NA,"1989",NA
"Stripped to Kill 2: Live Girls",NA,"1989",NA
"El sueño del mono loco",NA,"1989",NA
"Sundown: The Vampire in Retreat",3e+06,"1989","USD"
"Survival Quest",NA,"1988",NA
"Sweet Bird of Youth",NA,"1989",NA
"Tahiti's Girl",NA,"1990",NA
"Tailspin: Behind the Korean Airliner Tragedy",NA,"1989",NA
"Tajna manastirske rakije",NA,"1988",NA
"Tale of Two Sisters",NA,"1989",NA
"The Tall Guy",NA,"1989",NA
"Talvisota",23500000,"1989","FIM"
"Tango & Cash",5.5e+07,"1989","USD"
"Tap",NA,"1989",NA
"Tarzan in Manhattan",NA,"1989",NA
"Teen Witch",NA,"1989",NA
"Termini Station",NA,"1989",NA
"Thelonious Monk: Straight, No Chaser",NA,"1988",NA
"Theo en Thea en de ontmaskering van het tenenkaasimperium",NA,"1989",NA
"They Call Me Macho Woman!",NA,"1991",NA
"Third Degree Burn",NA,"1989",NA
"Three Fugitives",1.5e+07,"1989","USD"
"Thunderground",NA,"1989",NA
"Tiden har inget namn",NA,"1989",NA
"Time Trackers",NA,"1989",NA
"To Die For",NA,"1988",NA
"To the Limit",NA,"1989",NA
"Tong Tana - En resa till Borneos inre",NA,"1989",NA
"The Top of His Head",NA,"1989",NA
"The Toxic Avenger Part III: The Last Temptation of Toxie",NA,"1989",NA
"The Toxic Avenger Part II",2300000,"1989","USD"
"Trampa infernal",NA,"1989",NA
"Trapped",NA,"1989",NA
"Trapper County War",NA,"1989",NA
"Traveling Man",NA,"1989",NA
"The Trial of the Incredible Hulk",NA,"1989",NA
"Triumph of the Spirit",NA,"1989",NA
"Troop Beverly Hills",1.8e+07,"1989","USD"
"Trop belle pour toi",NA,"1989",NA
"Tropical Snow",NA,"1988",NA
"True Believer",NA,"1989",NA
"True Blood",NA,"1989",NA
"True Love",NA,"1989",NA
"Trust Me",NA,"1989",NA
"Tulitikkutehtaan tyttö",NA,"1990",NA
"Turner & Hooch",NA,"1989",NA
"Tutajosok",NA,"1990",NA
"Täcknamn Coq Rouge",NA,"1989",NA
"UHF",5e+06,"1989","USD"
"Uncle Buck",1.5e+07,"1989","USD"
"Under the Boardwalk",NA,"1988",NA
"Under the Gun",NA,"1988",NA
"Undergångens arkitektur",NA,"1989",NA
"An Unremarkable Life",NA,"1989",NA
"Valmont",3.3e+07,"1989","USD"
"Vampire's Kiss",2e+06,"1988","USD"
"Venus Peter",1200000,"1989","GBP"
"El verano del potro",NA,"1989",NA
"La vie et rien d'autre",NA,"1989",NA
"La voce della luna",NA,"1990",NA
"La vouivre",NA,"1989",NA
"W.B., Blue and the Bean",NA,"1989",NA
"Wait Until Spring, Bandini",NA,"1989",NA
"Walter & Carlo i Amerika",NA,"1989",NA
"War Party",NA,"1988",NA
"The War of the Roses",NA,"1989",NA
"Warlock",7e+06,"1989","USD"
"Warm Summer Rain",NA,"1989",NA
"We're No Angels",2e+07,"1989","USD"
"Weekend at Bernie's",NA,"1989",NA
"Welcome Home",NA,"1989",NA
"When Harry Met Sally...",1.6e+07,"1989","USD"
"When He's Not a Stranger",NA,"1989",NA
"A Whisper to a Scream",NA,"1989",NA
"White Hot",NA,"1989",NA
"Who's Harry Crumb?",NA,"1989",NA
"Wicked Stepmother",2500000,"1989","USD"
"Wild Zone",NA,"1989",NA
"Wilde harten",7e+05,"1989","USD"
"Wings of Fame",NA,"1990",NA
"Winter People",NA,"1989",NA
"Wired",NA,"1989",NA
"Witchtrap",420000,"1989","USD"
"The Wizard",6e+06,"1989","USD"
"The Woman in Black",NA,"1989",NA
"Worth Winning",NA,"1989",NA
"Ying hung boon sik III: Zik yeung ji gor",NA,"1989",NA
"Yôjû toshi",NA,"1987",NA
"Zwei Frauen",NA,"1989",NA
"Sex, Lies, and Videotape",1200000,"1989","USD"
"Sweetie",NA,"1989",NA
"Últimas imágenes del naufragio",NA,"1989",NA
"""Beverly Hills, 90210""",NA,"1990",NA
"""The Adventures of Super Mario Bros. 3""",NA,"1990",NA
"""Drug Wars: The Camarena Story""",NA,"1990",NA
"""Evening Shade""",NA,"1990",NA
"""The Family Man""",NA,"1990",NA
"""Fiendens fiende""",NA,"1990",NA
"""Freddie and Max""",2e+06,"1990","GBP"
"""The Fresh Prince of Bel-Air""",NA,"1990",NA
"""The Girl from Tomorrow""",NA,"1991",NA
"""Golden Fiddles""",NA,"1991",NA
"""Gravedale High""",NA,"1990",NA
"""In Living Color""",NA,"1990",NA
"""Lucky Chances""",NA,"1990",NA
"""The Lancaster Miller Affair""",NA,"1990",NA
"""Match Game""",NA,"1990",NA
"""Northern Exposure""",NA,"1990",NA
"""Prime Suspect""",NA,"1991",NA
"""Seinfeld""",NA,"1989",NA
"""Spender""",1e+07,"1991","GBP"
"""Super Force""",NA,"1990",NA
"""TaleSpin""",NA,"1990",NA
"""Twin Peaks""",NA,"1990",NA
"""Wings""",NA,"1990",NA
"12:01 PM",NA,"1990",NA
"3 Men and a Little Lady",NA,"1990",NA
"3-4 x jûgatsu",NA,"1990",NA
"83 Hours 'Til Dawn",NA,"1990",NA
"Act of Piracy",NA,"1988",NA
"The Adventures of Ford Fairlane",4e+07,"1990","USD"
"After Dark, My Sweet",NA,"1990",NA
"After the Shock",NA,"1990",NA
"Aftershock",NA,"1990",NA
"Agneepath",NA,"1990",NA
"Air America",3.5e+07,"1990","USD"
"Alice",1.2e+07,"1990","USD"
"All the Vermeers in New York",250000,"1990","USD"
"Almost an Angel",2.5e+07,"1990","USD"
"Always Remember I Love You",NA,"1990",NA
"The Ambulance",NA,"1990",NA
"American Dream",NA,"1990",NA
"Ameriikan raitti",8748952,"1990","FIM"
"The Amityville Curse",NA,"1990",NA
"Angel Town",NA,"1990",NA
"An Angel at My Table",NA,"1990",NA
"Angels of the City",NA,"1989",NA
"Another 48 Hrs.",3.8e+07,"1990","USD"
"Arachnophobia",3.1e+07,"1990","USD"
"Archangel",5e+05,"1990","CAD"
"The Arrival",NA,"1991",NA
"Arrivederci Roma",NA,"1990",NA
"Aschenputtel",NA,"1989",NA
"Avalon",NA,"1990",NA
"Awakenings",NA,"1990",NA
"Back Stab",NA,"1990",NA
"Back to Back",NA,"1989",NA
"Back to the Future Part III",4e+07,"1990","USD"
"Backstreet Dreams",NA,"1990",NA
"Bad Influence",7e+06,"1990","USD"
"Bad Jim",NA,"1990",NA
"Bakenbardy",8200000,"1990","USD"
"Basket Case 2",2500000,"1990","USD"
"Bedroom Eyes II",NA,"1989",NA
"Best Shots",NA,"1990",NA
"The Best of the Martial Arts Films",NA,"1992",NA
"Bethune: The Making of a Hero",NA,"1990",NA
"Betsy's Wedding",NA,"1990",NA
"Big Bad John",NA,"1990",NA
"The Big Man",NA,"1990",NA
"The Big Steal",NA,"1990",NA
"Bird on a Wire",2e+07,"1990","USD"
"BlackJack",NA,"1990",NA
"Black Rainbow",7e+06,"1989","USD"
"Blankt vapen",NA,"1990",NA
"Blood Salvage",NA,"1990",NA
"Bloodfist II",NA,"1990",NA
"Blue Planet",NA,"1990",NA
"Blue Steel",NA,"1990",NA
"Body Chemistry",NA,"1990",NA
"The Bonfire of the Vanities",4.7e+07,"1990","USD"
"Book of Love",NA,"1990",NA
"Born Killer",NA,"1989",NA
"Brain Dead",2e+06,"1990","USD"
"Sedem jednou ranou",NA,"1991",NA
"Breakaway",NA,"1990",NA
"Bride of Re-Animator",2e+06,"1989","USD"
"The Bronx War",NA,"1991",NA
"Bulan",NA,"1990",NA
"Buried Alive",NA,"1990",NA
"Butterbrot",NA,"1990",NA
"By Dawn's Early Light",NA,"1990",NA
"La Baule-les-Pins",NA,"1990",NA
"Cadillac Man",NA,"1990",NA
"Cafe Europa",NA,"1990",NA
"Caluga o menta",NA,"1990",NA
"Campioana",NA,"1990",NA
"La captive du désert",NA,"1990",NA
"Cargo",NA,"1990",NA
"Carnaval",NA,"1990",NA
"Cartel",NA,"1990",NA
"The Cellar",NA,"1989",NA
"Chaindance",NA,"1991",NA
"Chambre à part",NA,"1989",NA
"Chattahoochee",NA,"1989",NA
"Chicago Joe and the Showgirl",NA,"1990",NA
"Child's Play 2",1.3e+07,"1990","USD"
"Chill Factor",NA,"1989",NA
"The China Lake Murders",NA,"1990",NA
"China O'Brien",NA,"1990",NA
"Chinatown Connection",NA,"1990",NA
"Le château de ma mère",NA,"1990",NA
"Circuitry Man",NA,"1990",NA
"Class of 1999",5200000,"1990","USD"
"Click: The Calendar Girl Killer",NA,"1990",NA
"Club Fed",360000,"1990","USD"
"Colargol zdobywca kosmosu",NA,"1979",NA
"Cold Dog Soup",7e+06,"1990","USD"
"""Columbo""",NA,"1971",NA
"""Columbo""",NA,"1971",NA
"Come See the Paradise",NA,"1990",NA
"The Comfort of Strangers",NA,"1990",NA
"Le comiche",NA,"1990",NA
"La condanna",NA,"1991",NA
"Convicts",NA,"1991",NA
"Os Cornos de Cronos",NA,"1991",NA
"Corporate Affairs",NA,"1990",NA
"La cosa",NA,"1990",NA
"Coupe de Ville",NA,"1990",NA
"Cover-Up",7500000,"1991","USD"
"Crash and Burn",1e+06,"1990","USD"
"Crash: The Mystery of Flight 1501",NA,"1990",NA
"Crazy People",NA,"1990",NA
"Creature Comforts",NA,"1989",NA
"Crime Lords",NA,"1991",NA
"The Crossing",NA,"1990",NA
"A Cry in the Wild",NA,"1990",NA
"Cry-Baby",1.1e+07,"1990","USD"
"Cursed",1700000,"1990","CAD"
"Cyrano de Bergerac",NA,"1990",NA
"DMZ",3e+06,"1990","USD"
"Daddy Nostalgie",NA,"1990",NA
"Daddy's Dyin'... Who's Got the Will?",NA,"1990",NA
"Dances with Wolves",2.2e+07,"1990","USD"
"Dancin' Thru the Dark",NA,"1990",NA
"Dancing Machine",NA,"1990",NA
"Danger Zone II: Reaper's Revenge",NA,"1989",NA
"""Great Performances""",NA,"1971",NA
"Dark Romances Vol. 1",NA,"1990",NA
"The Dark Side of the Moon",NA,"1990",NA
"Darkman",1.6e+07,"1990","USD"
"Darkroom",NA,"1989",NA
"Daughter of Darkness",NA,"1990",NA
"Days of Thunder",6e+07,"1990","USD"
"Dead Mate",NA,"1988",NA
"Dead Men Don't Die",NA,"1990",NA
"Dead Sleep",NA,"1990",NA
"Deadly Manor",NA,"1990",NA
"Death Spa",NA,"1989",NA
"Death Warrant",4e+06,"1990","USD"
"Deathstalker IV: Match of Titans",NA,"1991",NA
"December Bride",NA,"1991",NA
"Deceptions",NA,"1990",NA
"Deep Sleep",1e+06,"1990","USD"
"Def by Temptation",NA,"1990",NA
"Defenseless",NA,"1991",NA
"Delta Force 2: The Colombian Connection",NA,"1990",NA
"Delta Force Commando",NA,"1988",NA
"Demon Wind",NA,"1990",NA
"Descending Angel",NA,"1990",NA
"Desideri",NA,"1990",NA
"Desperate Hours",1.8e+07,"1990","USD"
"Destiny to Order",NA,"1989",NA
"Dei tau lung",NA,"1990",NA
"Dick Tracy",4.7e+07,"1990","USD"
"Die Hard 2",7e+07,"1990","USD"
"Die xue jie tou",3500000,"1990","USD"
"Diggin' Up Business",NA,"1990",NA
"Ding et Dong le film",NA,"1990",NA
"La discrète",NA,"1990",NA
"Dr. M",NA,"1990",NA
"Docteur Petiot",NA,"1990",NA
"Dog Tags",NA,"1987",NA
"Don't Tell Her It's Me",NA,"1990",NA
"Donor",NA,"1990",NA
"""Haute tension""",NA,"1988",NA
"Double Revenge",2e+06,"1988","USD"
"Downtown",NA,"1990",NA
"Dream Machine",NA,"1991",NA
"Dream Trap",1150000,"1990","USD"
"DuckTales the Movie: Treasure of the Lost Lamp",NA,"1990",NA
"Dumhet eller brott",NA,"1990",NA
"Eating",NA,"1990",NA
"Echoes of the Sun",NA,"1990",NA
"Las edades de Lulú",NA,"1990",NA
"Edward Scissorhands",2e+07,"1990","USD"
"Elves",NA,"1989",NA
"An Empty Bed",NA,"1990",NA
"Enid Is Sleeping",NA,"1990",NA
"Ernest Goes to Jail",NA,"1990",NA
"Everybody Wins",NA,"1990",NA
"Evil Spirits",NA,"1990",NA
"Evil Toons",140000,"1992","USD"
"Ex und hopp - Ein böses Spiel um Liebe, Geld und Bier",NA,"1991",NA
"The Exorcist III",NA,"1990",NA
"El extensionista",NA,"1991",NA
"Falling Over Backwards",NA,"1990",NA
"Far Out Man",NA,"1990",NA
"Fatal Sky",NA,"1990",NA
"Fear",NA,"1990",NA
"Fei ying gai wak",1.15e+08,"1991","HKD"
"La femme fardée",NA,"1990",NA
"Feuer, Eis & Dynamit",21500000,"1990","DEM"
"Nisuim Fiktiveem",25000,"1988","USD"
"The Field",5e+06,"1990","IEP"
"The Final Alliance",NA,"1990",NA
"Fine Things",NA,"1990",NA
"Fire Birds",2.2e+07,"1990","USD"
"Fireballs",250000,"1989","CAD"
"Firehead",NA,"1991",NA
"The First Power",1e+07,"1990","USD"
"Flashback",NA,"1990",NA
"Flatliners",2.6e+07,"1990","USD"
"Of Flesh and Blood",15000,"1990","USD"
"Flight of the Intruder",3.5e+07,"1991","USD"
"Flying Blind",NA,"1989",NA
"Fools of Fortune",2500000,"1990","GBP"
"The Forbidden Dance",NA,"1990",NA
"Force of Circumstance",NA,"1990",NA
"Faux et usage de faux",NA,"1990",NA
"The Forgotten One",NA,"1989",NA
"The Fourth War",2.2e+07,"1990","CAD"
"Framed",NA,"1990",NA
"Frankenhooker",2500000,"1990","USD"
"Roger Corman's Frankenstein Unbound",11500000,"1990","USD"
"The Freshman",NA,"1990",NA
"Fau sai luen kuk",150000,"1992","USD"
"Full Fathom Five",NA,"1990",NA
"Funny About Love",NA,"1990",NA
"Ga li la jiao",NA,"1990",NA
"The Garden",380000,"1990","GBP"
"Gaspard et Robinson",NA,"1990",NA
"The Gate II: Trespassers",6500000,"1990","USD"
"Un gatto nel cervello",1e+05,"1990","USD"
"Gavre Princip - Himmel unter Steinen",NA,"1990",NA
"Genuine Risk",NA,"1990",NA
"Getting Lucky",20000,"1990","USD"
"Ghost",2.2e+07,"1990","USD"
"Ghost Dad",NA,"1990",NA
"Ghosts Can't Do It",NA,"1989",NA
"Ghoul School",10000,"1990","USD"
"The Girl I Want",NA,"1990",NA
"A Girl to Kill For",NA,"1990",NA
"Girlfriend from Hell",NA,"1989",NA
"Gjutarna",NA,"1990",NA
"La gloire de mon père",NA,"1990",NA
"God on the Rocks",NA,"1990",NA
"Goda människor",NA,"1990",NA
"God afton, Herr Wallenberg",NA,"1990",NA
"The Godfather: Part III",5.4e+07,"1990","USD"
"Golden Braid",NA,"1990",NA
"Golub",180000,"1988","USD"
"Goodfellas",2.5e+07,"1990","USD"
"Graffiti Bridge",NA,"1990",NA
"Grand Slam",NA,"1990",NA
"Grandpa's Funeral",NA,"1994",NA
"Graveyard Shift",10500000,"1990","USD"
"Green Card",NA,"1990",NA
"Gremlins 2: The New Batch",5e+07,"1990","USD"
"The Rift",1300000,"1990","USD"
"The Grifters",NA,"1990",NA
"Grim Prairie Tales: Hit the Trail... to Terror",NA,"1990",NA
"Gränslots",NA,"1990",NA
"The Guardian",NA,"1990",NA
"De gulle minnaar",NA,"1990",NA
"The Gumshoe Kid",NA,"1990",NA
"Guns",NA,"1990",NA
"Gunsmoke: The Last Apache",NA,"1990",NA
"Hamlet",NA,"1990",NA
"Hamoun",NA,"1990",NA
"The Handmaid's Tale",NA,"1990",NA
"Happily Ever After",NA,"1990",NA
"Harbour Beat",3300000,"1990","AUD"
"Hard to Kill",1e+07,"1990","USD"
"Hardware",1500000,"1990","USD"
"Haunting Fear",115000,"1990","USD"
"The Haunting of Morella",NA,"1990",NA
"""Haute tension""",NA,"1988",NA
"Havana",4e+07,"1990","USD"
"Headhunter",NA,"1988",NA
"Heart Condition",NA,"1990",NA
"Heat Wave",NA,"1990",NA
"Heaven Tonight",NA,"1990",NA
"Ten to Chi to",4.2e+07,"1990","USD"
"Den hemliga vännen",NA,"1990",NA
"Hemligheten",NA,"1990",NA
"Henry & June",NA,"1990",NA
"Henry: Portrait of a Serial Killer",111000,"1986","USD"
"Hidden Agenda",NA,"1990",NA
"Europa Europa",NA,"1990",NA
"Hjälten",NA,"1990",NA
"Hollywood Heartbreak",NA,"1990",NA
"Hollywood Hot Tubs 2: Educating Crystal",NA,"1990",NA
"Home Alone",1.8e+07,"1990","USD"
"Home for Christmas",NA,"1990",NA
"Honeymoon Academy",NA,"1989",NA
"Honungsvargar",NA,"1990",NA
"Horseplayer",NA,"1990",NA
"The Hot Spot",NA,"1990",NA
"House Party",2500000,"1990","USD"
"House of Dreams",NA,"1990",NA
"How to Survive a Broken Heart",NA,"1991",NA
"The Hunt for Red October",3e+07,"1990","USD"
"Huo shao dao",NA,"1990",NA
"Hurricane Smith",NA,"1992",NA
"Haakon Haakonsen",6e+07,"1990","NOK"
"Dark Angel",7e+06,"1990","USD"
"I Hired a Contract Killer",NA,"1990",NA
"I Love You to Death",NA,"1990",NA
"A Idade Maior",NA,"1991",NA
"Identity Crisis",NA,"1989",NA
"If the Shoe Fits",NA,"1990",NA
"The Image",NA,"1990",NA
"Impulse",NA,"1990",NA
"In Too Deep",NA,"1990",NA
"In the Spirit",NA,"1990",NA
"The Incident",NA,"1990",NA
"Inspiration",NA,"1990",NA
"Instant Karma",NA,"1990",NA
"Internal Affairs",NA,"1990",NA
"""American Playhouse""",NA,"1981",NA
"Strangest Dreams: Invasion of the Space Preachers",1e+05,"1990","USD"
"Iron & Silk",NA,"1990",NA
"A Ilha",NA,"1990",NA
"""It""",NA,"1990",NA
"Itt a szabadság!",NA,"1991",NA
"Ivory Hunters",NA,"1990",NA
"Jacob's Ladder",2.5e+07,"1990","USD"
"Jag skall bli Sveriges Rembrandt eller dö!",NA,"1990",NA
"Jean Galmot, aventurier",1.8e+07,"1990","USD"
"Jekyll & Hyde",NA,"1990",NA
"Jetsons: The Movie",NA,"1990",NA
"Jezebel's Kiss",NA,"1990",NA
"Jing tian shi er xiao shi",NA,"1990",NA
"Joe Versus the Volcano",2.5e+07,"1990","USD"
"Jours tranquilles à Clichy",NA,"1990",NA
"Ju Dou",NA,"1990",NA
"Kaninmannen",NA,"1990",NA
"Kiljusen herrasväen uudet seikkailut",NA,"1990",NA
"Kill Crazy",NA,"1990",NA
"Killer Tomatoes Strike Back!",NA,"1991",NA
"A Killing in a Small Town",NA,"1990",NA
"Kindergarten Cop",2.6e+07,"1990","USD"
"King of New York",NA,"1990",NA
"A Kink in the Picasso",NA,"1990",NA
"The Krays",NA,"1990",NA
"Kurt Olsson - filmen om mitt liv som mej själv",NA,"1990",NA
"Kwagga Strikes Back",NA,"1990",NA
"Lacenaire",NA,"1990",NA
"Lambada",NA,"1990",NA
"Land in Sicht",NA,"1990",NA
"Lantern Hill",NA,"1989",NA
"Laser Mission",NA,"1989",NA
"Last Call",NA,"1991",NA
"The Last Samurai",NA,"1988",NA
"Last Stand at Lang Mei",NA,"1989",NA
"The Last Winter",NA,"1989",NA
"The Last of the Finest",NA,"1990",NA
"""Lauter nette Nachbarn""",NA,"1990",NA
"Leatherface: Texas Chainsaw Massacre III",NA,"1990",NA
"Lebedyne ozero. Zona",NA,"1990",NA
"The Lemon Sisters",NA,"1989",NA
"Let the Music Dance",186526,"1990","NLG"
"Lethal Games",NA,"1991",NA
"Liberty & Bash",NA,"1989",NA
"La liberté d'une statue",NA,"1990",NA
"Life Is Cheap... But Toilet Paper Is Expensive",NA,"1989",NA
"Life Is Sweet",NA,"1990",NA
"Lionheart",3e+06,"1990","USD"
"Lisa",NA,"1989",NA
"The Little Kidnappers",NA,"1990",NA
"Living Doll",NA,"1990",NA
"The Long Walk Home",NA,"1990",NA
"Longtime Companion",3e+06,"1989","USD"
"Look Who's Talking Too",NA,"1990",NA
"Look Who's Toxic",NA,"1990",NA
"The Lookalike",NA,"1990",NA
"Loose Cannons",1.5e+07,"1990","USD"
"Lord of the Flies",NA,"1990",NA
"Lorna Doone",NA,"1990",NA
"Love at Large",NA,"1990",NA
"Love or Money",NA,"1990",NA
"Macken - Roy's & Roger's Bilservice",1e+07,"1990","SEK"
"Madhouse",NA,"1990",NA
"Makinavaja, el último choriso",NA,"1992",NA
"A Man Called... Rainbo",35000,"1990","USD"
"Maniac Cop 2",4e+06,"1990","USD"
"La mansión de los Cthulhu",3e+06,"1992","ESP"
"Le mari de la coiffeuse",NA,"1990",NA
"Marked for Death",1.2e+07,"1990","USD"
"Martha et moi",NA,"1990",NA
"Martians Go Home",NA,"1989",NA
"The Masseuse",NA,"1990",NA
"Masters of Menace",NA,"1990",NA
"Max and Helen",NA,"1990",NA
"Meet the Applegates",5e+06,"1990","USD"
"Megaville",NA,"1990",NA
"Memphis Belle",2.3e+07,"1990","USD"
"Men Don't Leave",NA,"1990",NA
"Men at Work",NA,"1990",NA
"Meridian",NA,"1990",NA
"Mermaids",3.1e+07,"1990","USD"
"Metropolitan",225000,"1990","USD"
"Miami Blues",NA,"1990",NA
"Midnight Ride",NA,"1990",NA
"Miller's Crossing",1.4e+07,"1990","USD"
"Mindwalk",NA,"1990",NA
"Mindwarp",1e+06,"1992","USD"
"""Coup de foudre""",NA,"1988",NA
"Mirror Mirror",NA,"1990",NA
"Misery",2e+07,"1990","USD"
"Mister Frost",NA,"1990",NA
"Moh sun gip",NA,"1991",NA
"Mo' Better Blues",1e+07,"1990","USD"
"Mob Boss",NA,"1990",NA
"Mob Story",NA,"1989",NA
"Modern Love",NA,"1990",NA
"Mom",NA,"1991",NA
"A Mom for Christmas",NA,"1990",NA
"Money",NA,"1991",NA
"Montana",NA,"1990",NA
"Moody Beach",2666438,"1990","CAD"
"Mortal Passions",NA,"1989",NA
"Mortal Sins",NA,"1989",NA
"Mountains of the Moon",NA,"1990",NA
"Mr. & Mrs. Bridge",NA,"1990",NA
"Mr. Destiny",2e+07,"1990","USD"
"Murder Weapon",NA,"1989",NA
"Murder by Numbers",6e+05,"1990","USD"
"Music Box",NA,"1989",NA
"My Blue Heaven",NA,"1990",NA
"""Agatha Christie's Poirot""",NA,"1989",NA
"Människans värde",NA,"1990",NA
"Naked Tango",NA,"1990",NA
"Napló apámnak, anyámnak",NA,"1990",NA
"Narrow Margin",NA,"1990",NA
"Navy Seals",NA,"1990",NA
"Nema-ye Nazdik",NA,"1990",NA
"The Neverending Story II: The Next Chapter",3.6e+07,"1990","USD"
"Night Angel",NA,"1990",NA
"The Night Brings Charlie",225000,"1990","USD"
"Night Eyes",NA,"1990",NA
"Night Visitor",NA,"1989",NA
"Night of the Cyclone",NA,"1990",NA
